"","station","grdd","gdd","qual","lat","long"
"467","USC00045123","4680S",4680,"S",37.2319,-121.9592
"468","USC00045233","5453R",5453,"R",36.9539,-120.0378
"469","USC00045280","2212R",2212,"R",37.6478,-118.9617
"470","USC00045311","2382S",2382,"S",40.5411,-121.5767
"471","USC00045360","4908S",4908,"S",38.4917,-122.1242
"472","USC00045378","4579S",4579,"S",38.0131,-122.1142
"473","USC00045385","5740R",5740,"R",39.1458,-121.5853
"474","USC00045449","3461R",3461,"R",41.2514,-122.1383
"475","USC00045502","8172R",8172,"R",33.5714,-116.0767
"476","USC00045532","5457S",5457,"S",37.2858,-120.5117
"477","USC00045679","2572S",2572,"S",40.3458,-121.6092
"478","USC00045721","5812S",5812,"S",34.9436,-115.5469
"479","USC00045756","5854R",5854,"R",35.0492,-118.1619
"480","USC00045790","6957R",6957,"R",34.0192,-118.1053
"481","USC00045795","3201S",3201,"S",36.5903,-121.91
"482","USC00045802","3080R",3080,"R",36.5928,-121.8556
"483","USC00045866","4194R",4194,"R",35.3672,-120.8456
"484","USC00045915","4542R",4542,"R",37.8792,-121.9303
"485","USC00045933","3666S",3666,"S",37.3436,-121.6425
"486","USC00046006","4634R",4634,"R",34.2308,-118.0711
"487","USC00046074","4769S",4769,"S",38.2778,-122.2647
"488","USC00046136","4065S",4065,"S",39.2467,-121.0008
"489","USC00046144","4605S",4605,"S",37.5147,-122.0325
"490","USC00046154","5120R",5120,"R",34.9456,-119.6828
"491","USC00046161","6023R",6023,"R",34.3933,-118.5939
"492","USC00046168","5933R",5933,"R",37.2811,-121.0178
"493","USC00046172","5084R",5084,"R",37.95,-120.5333
"494","USC00046174","5484R",5484,"R",38.0047,-120.4864
"495","USC00046175","5125R",5125,"R",33.6025,-117.8803
"496","USC00046263","6323R",6323,"R",34.2447,-118.525
"497","USC00046336","4281R",4281,"R",37.7983,-122.2642
"498","USC00046377","4622R",4622,"R",33.2097,-117.395
"499","USC00046399","5475R",5475,"R",34.4478,-119.2275
"500","USC00046498","2426R",2426,"R",41.3619,-124.0192
"501","USC00046506","5434S",5434,"S",39.7458,-122.1997
"502","USC00046508","4146R",4146,"R",41.3089,-123.5317
"503","USC00046521","5372R",5372,"R",39.5178,-121.5531
"504","USC00046569","4961R",4961,"R",34.1981,-119.1753
"505","USC00046572","5036R",5036,"R",34.2067,-119.1375
"506","USC00046599","3912R",3912,"R",37.5917,-122.4717
"507","USC00046610","4309R",4309,"R",36.715,-121.3492
"508","USC00046624","5956S",5956,"S",34.5883,-118.0939
"509","USC00046635","8420S",8420,"S",33.8275,-116.5097
"510","USC00046646","4486R",4486,"R",37.4436,-122.1403
"511","USC00046657","4221S",4221,"S",33.3781,-116.84
"512","USC00046685","5151S",5151,"S",39.7536,-121.6239
"513","USC00046699","8009S",8009,"S",34.2903,-114.1708
"514","USC00046719","6747R",6747,"R",34.1481,-118.1444
"515","USC00046730","4965S",4965,"S",35.6278,-120.6856
"516","USC00046773","5850R",5850,"R",34.5028,-117.8944
"517","USC00046826","4376S",4376,"S",38.2578,-122.6078
"518","USC00046926","4816R",4816,"R",36.4817,-121.1822
"519","USC00046943","3562R",3562,"R",35.1597,-120.6831
"520","USC00046960","5007R",5007,"R",38.6956,-120.8244
"521","USC00046962","5034R",5034,"R",38.7333,-120.7333
"522","USC00047050","6246R",6246,"R",34.0817,-117.7658
"523","USC00047077","6259R",6259,"R",36.0678,-119.02
"524","USC00047085","2890S",2890,"S",39.8053,-120.4719
"525","USC00047109","4552S",4552,"S",39.3619,-123.1286
"526","USC00047150","4638S",4638,"S",36.1883,-120.6953
"527","USC00047195","3485R",3485,"R",39.9367,-120.9475
"528","USC00047228","5488R",5488,"R",33.0114,-116.9081
"529","USC00047253","5580S",5580,"S",35.3692,-117.6525
"530","USC00047306","6132S",6132,"S",34.0528,-117.1894
"531","USC00047339","4609R",4609,"R",37.4767,-122.2386
"532","USC00047404","3666S",3666,"S",40.0261,-123.7931
"533","USC00047414","4126R",4126,"R",37.9192,-122.3772
"534","USC00047470","6646R",6646,"R",33.9511,-117.3881
"535","USC00047473","6260R",6260,"R",33.9669,-117.3614
"536","USC00047641","2347R",2347,"R",39.4317,-120.2406
"537","USC00047643","4949S",4949,"S",38.5067,-122.4714
"538","USC00047668","4038R",4038,"R",36.6594,-121.6656
"539","USC00047689","4673R",4673,"R",38.5006,-120.2189
"540","USC00047723","6543R",6543,"R",34.1344,-117.2539
"541","USC00047767","2890R",2890,"R",37.7281,-122.5053
"542","USC00047785","6376R",6376,"R",34.1061,-118.1
"543","USC00047807","3250R",3250,"R",37.3117,-122.3617
"544","USC00047813","6063R",6063,"R",33.7869,-116.9583
"545","USC00047821","4903S",4903,"S",37.3592,-121.9239
"546","USC00047846","5621R",5621,"R",37.0533,-121.0578
"547","USC00047851","4361S",4361,"S",35.3039,-120.665
"548","USC00047874","6363R",6363,"R",33.0956,-116.9975
"549","USC00047880","4162R",4162,"R",37.9983,-122.5372
"550","USC00047888","6457S",6457,"S",33.7442,-117.8667
"551","USC00047902","5137R",5137,"R",34.4167,-119.6844
"552","USC00047916","4451S",4451,"S",36.9906,-121.9911
"553","USC00047953","4989S",4989,"S",34.0075,-118.4997
"554","USC00047957","5531R",5531,"R",34.3119,-119.1331
"555","USC00047965","4647S",4647,"S",38.4381,-122.6978
"556","USC00048045","3524S",3524,"S",40.4831,-124.1036
"557","USC00048135","5431S",5431,"S",40.7142,-122.4161
"558","USC00048163","3245R",3245,"R",40.0331,-124.0728
"559","USC00048207","3351R",3351,"R",39.5678,-120.6228
"560","USC00048273","3556R",3556,"R",37.3133,-122.185
"561","USC00048351","4609S",4609,"S",38.2994,-122.4622
"562","USC00048353","4442R",4442,"R",37.9672,-120.3872
"563","USC00048380","2744R",2744,"R",37.5072,-119.6331
"564","USC00048560","5474R",5474,"R",37.9994,-121.3178
"565","USC00048587","4988R",4988,"R",39.5858,-122.5339
"566","USC00048606","3347S",3347,"S",39.5631,-121.1078
"567","USC00048655","6169R",6169,"R",33.7156,-117.19
"568","USC00048702","3350R",3350,"R",40.4167,-120.6631
"569","USC00048713","4952R",4952,"R",38.3772,-120.8008
"570","USC00048752","5862R",5862,"R",35.1503,-119.43
"571","USC00048758","2084S",2084,"S",39.1678,-120.1428
"572","USC00048826","4017R",4017,"R",35.1333,-118.45
"573","USC00048873","2747R",2747,"R",40.8667,-120.4333
"574","USC00048917","5478S",5478,"S",36.465,-118.8619
"575","USC00048928","4317R",4317,"R",38.4461,-120.4992
"576","USC00049001","5534R",5534,"R",37.7967,-121.5828
"577","USC00049026","3874R",3874,"R",40.7264,-122.7947
"578","USC00049035","6907R",6907,"R",35.7636,-117.3908
"579","USC00049043","2680S",2680,"S",39.3331,-120.173
"580","USC00049053","2955R",2955,"R",41.96,-121.4744
"581","USC00049073","5536R",5536,"R",37.5006,-120.855
"582","USC00049087","5720R",5720,"R",33.7025,-117.7539
"583","USC00049099","7224R",7224,"R",34.1281,-116.0369
"584","USC00049105","1837R",1837,"R",38.7086,-120.0403
"585","USC00049111","4804R",4804,"R",34.9881,-120.3211
"586","USC00049122","4605S",4605,"S",39.1467,-123.2103
"587","USC00049152","5786S",5786,"S",34.0697,-118.4428
"588","USC00049200","5472S",5472,"S",38.3956,-121.9608
"589","USC00049325","5697R",5697,"R",34.535,-117.3058
"590","USC00049367","5766S",5766,"S",36.3283,-119.2992
"591","USC00049378","5692R",5692,"R",33.2294,-117.2269
"592","USC00049440","4723R",4723,"R",38.7161,-122.9975
"593","USC00049452","5974R",5974,"R",35.5892,-119.3519
"594","USC00049473","4014S",4014,"S",36.9308,-121.7692
"595","USC00049490","3974R",3974,"R",40.7222,-122.9331
"596","USC00049621","5295R",5295,"R",40.6117,-122.5281
"597","USC00049671","5159R",5159,"R",36.2656,-117.1853
"598","USC00049684","3440S",3440,"S",39.4194,-123.3425
"599","USC00049699","5593R",5593,"R",39.5231,-122.3058
"600","USC00049742","5681C",5681,"C",38.5228,-121.9683
"601","USC00049781","5447R",5447,"R",38.6828,-121.7942
"602","USC00049792","4931R",4931,"R",37.4286,-122.2567
"603","USC00049822","3175R",3175,"R",34.3617,-117.6386
"604","USC00049855","3951R",3951,"R",37.75,-119.5897
"605","USC00049866","3634S",3634,"S",41.7036,-122.6408
"606","USC00050109","3695R",3695,"R",40.155,-103.1417
"607","USC00050185","1703R",1703,"R",40.2289,-105.5183
"608","USC00050214","3252S",3252,"S",39.5008,-108.3794
"609","USC00050263","1941S",1941,"S",38.9933,-105.8919
"610","USC00050301","3814R",3814,"R",39.0372,-102.1675
"611","USC00050372","2255S",2255,"S",39.1853,-106.8381
"612","USC00050454","2273S",2273,"S",39.4047,-105.4767
"613","USC00050776","2978R",2978,"R",37.4786,-105.5717
"614","USC00050797","2579R",2579,"R",38.4667,-107.1678
"615","USC00050834","4021R",4021,"R",39.6567,-102.1192
"616","USC00050848","3786S",3786,"S",39.9919,-105.2667
"617","USC00050945","3478S",3478,"S",40.635,-104.3267
"618","USC00050950","3807S",3807,"S",39.9436,-104.8361
"619","USC00051017","3135R",3135,"R",40.8008,-108.9172
"620","USC00051060","2539R",2539,"R",40.6158,-105.2969
"621","USC00051071","2695R",2695,"R",38.8247,-106.1275
"622","USC00051121","3920R",3920,"R",39.3061,-102.2608
"623","USC00051179","3743S",3743,"S",39.7403,-104.1275
"624","USC00051186","1354S",1354,"S",39.6553,-105.7089
"625","USC00051268","4728S",4728,"S",37.0158,-102.555
"626","USC00051294","4056R",4056,"R",38.46,-105.2256
"627","USC00051401","3452R",3452,"R",39.4106,-104.9058
"628","USC00051440","3510R",3510,"R",38.9,-107.9333
"629","USC00051443","3113R",3113,"R",38.9028,-107.8922
"630","USC00051458","2593S",2593,"S",37.7067,-106.1444
"631","USC00051528","3167S",3167,"S",39.2203,-105.2783
"632","USC00051539","4324R",4324,"R",38.115,-103.51
"633","USC00051547","3722R",3722,"R",39.6261,-104.8319
"634","USC00051564","4179S",4179,"S",38.8219,-102.3508
"635","USC00051609","2823S",2823,"S",38.4442,-107.5592
"636","USC00051660","870R",870,"R",39.3672,-106.1897
"637","USC00051681","1638R",1638,"R",39.8958,-105.3847
"638","USC00051713","2368S",2368,"S",38.4461,-106.7611
"639","USC00051741","3261R",3261,"R",39.2425,-107.9631
"640","USC00051743","3277R",3277,"R",39.2367,-107.9797
"641","USC00051772","4181R",4181,"R",39.1014,-108.7339
"642","USC00051886","3610S",3610,"S",37.3444,-108.5931
"643","USC00051932","2752R",2752,"R",40.4506,-107.5894
"644","USC00051939","2312R",2312,"R",37.8531,-106.9253
"645","USC00051959","1695S",1695,"S",38.8739,-106.9769
"646","USC00051964","2519R",2519,"R",37.9806,-105.6897
"647","USC00051996","4030R",4030,"R",40.86,-102.8031
"648","USC00052184","2271S",2271,"S",37.6742,-106.3247
"649","USC00052192","3683R",3683,"R",38.7531,-108.0783
"650","USC00052196","3866R",3866,"R",38.7539,-108.0278
"651","USC00052223","4131R",4131,"R",39.7294,-105.0083
"652","USC00052281","1706S",1706,"S",39.6261,-106.0353
"653","USC00052286","3444S",3444,"S",40.2442,-108.9719
"654","USC00052432","3417R",3417,"R",37.2833,-107.8833
"655","USC00052441","3063R",3063,"R",37.2911,-107.8564
"656","USC00052446","4175R",4175,"R",38.4758,-102.7769
"657","USC00052631","3188R",3188,"R",39.3811,-104.6292
"658","USC00052759","2419R",2419,"R",40.3767,-105.4858
"659","USC00052790","2686S",2686,"S",39.6381,-105.315
"660","USC00052932","3823R",3823,"R",39.2814,-103.0614
"661","USC00052947","3696R",3696,"R",40.6483,-102.8594
"662","USC00052965","2239R",2239,"R",38.9128,-105.285
"663","USC00053005","3612S",3612,"S",40.6147,-105.1314
"664","USC00053006","3475R",3475,"R",40.5756,-105.0236
"665","USC00053016","2431R",2431,"R",37.2308,-108.0514
"666","USC00053038","3595R",3595,"R",40.26,-103.8156
"667","USC00053116","1947R",1947,"R",39.9425,-105.8172
"668","USC00053146","3927R",3927,"R",39.1653,-108.7331
"669","USC00053246","4359R",4359,"R",38.6825,-108.9722
"670","USC00053261","1923R",1923,"R",39.7053,-105.6997
"671","USC00053307","3139R",3139,"R",38.9539,-109.0528
"672","USC00053359","3137R",3137,"R",39.5181,-107.3172
"673","USC00053489","4259S",4259,"S",39.0422,-108.4664
"674","USC00053496","1956C",1956,"C",40.2669,-105.8322
"675","USC00053500","1973S",1973,"S",40.185,-105.8667
"676","USC00053530","1945S",1945,"S",39.4608,-105.6786
"677","USC00053541","2526S",2526,"S",37.7333,-105.5119
"678","USC00053553","4236S",4236,"S",40.4022,-104.6992
"679","USC00053592","2049R",2049,"R",39.8789,-106.3333
"680","USC00053662","2249R",2249,"R",38.5253,-106.9672
"681","USC00053867","2848C",2848,"C",40.4928,-107.2547
"682","USC00053951","2004R",2004,"R",37.7717,-107.1097
"683","USC00054054","2203R",2203,"R",40.9678,-106.0003
"684","USC00054076","4469R",4469,"R",38.0494,-102.1236
"685","USC00054082","3675S",3675,"S",40.5453,-102.3411
"686","USC00054135","1485R",1485,"R",40.5831,-105.6319
"687","USC00054172","3697R",3697,"R",39.1439,-103.4897
"688","USC00054242","3801R",3801,"R",39.7033,-102.2939
"689","USC00054250","3341R",3341,"R",37.1364,-107.6264
"690","USC00054380","3916R",3916,"R",39.6553,-102.6803
"691","USC00054388","4548R",4548,"R",38.0633,-102.9297
"692","USC00054413","4057R",4057,"R",40.9867,-102.2706
"693","USC00054444","3862R",3862,"R",38.7411,-103.5428
"694","USC00054452","3890R",3890,"R",39.49,-105.0953
"695","USC00054538","4345R",4345,"R",37.4536,-103.3219
"696","USC00054546","4375R",4375,"R",37.115,-103.2986
"697","USC00054603","4109R",4109,"R",38.7658,-102.8031
"698","USC00054606","4039R",4039,"R",38.8867,-102.7233
"699","USC00054664","2328R",2328,"R",40.0575,-106.3681
"700","USC00054724","4637R",4637,"R",37.9825,-103.5439
"701","USC00054726","4523S",4523,"S",37.7511,-103.4775
"702","USC00054734","2109R",2109,"R",38.0247,-107.3147
"703","USC00054742","2017S",2017,"S",38.9075,-105.4706
"704","USC00054762","3927S",3927,"S",39.7489,-105.1206
"705","USC00054770","4548S",4548,"S",38.0936,-102.6306
"706","USC00054834","4687S",4687,"S",38.0636,-103.2153
"707","USC00054934","2232S",2232,"S",37.3769,-107.6556
"708","USC00054945","3643S",3643,"S",40.4897,-103.0822
"709","USC00055025","3640R",3640,"R",39.7556,-103.4986
"710","USC00055056","3713R",3713,"R",39.6167,-105.0167
"711","USC00055116","3636R",3636,"R",40.1589,-105.0736
"712","USC00055236","3450R",3450,"R",40.435,-105.085
"713","USC00055322","2784S",2784,"S",37.1742,-105.9392
"714","USC00055327","2757R",2757,"R",37.335,-108.3161
"715","USC00055402","3691R",3691,"R",39.6211,-105.0656
"716","USC00055414","2053R",2053,"R",40.0239,-107.4336
"717","USC00055422","3242R",3242,"R",40.2844,-108.605
"718","USC00055427","3361R",3361,"R",39.1289,-103.8456
"719","USC00055446","2894R",2894,"R",40.5158,-108.0947
"720","USC00055484","2706R",2706,"R",40.0358,-107.9058
"721","USC00055507","2231R",2231,"R",39.3619,-106.7422
"722","USC00055531","3249S",3249,"S",37.1986,-108.4883
"723","USC00055706","2610R",2610,"R",37.5811,-106.1872
"724","USC00055722","3494S",3494,"S",38.4858,-107.8792
"725","USC00055734","2821R",2821,"R",39.1025,-104.8675
"726","USC00055797","1005R",1005,"R",39.6561,-105.5997
"727","USC00055922","3515R",3515,"R",40.6089,-103.8461
"728","USC00055934","2707R",2707,"R",40.9319,-103.8678
"729","USC00055970","3055R",3055,"R",37.8139,-109.0108
"730","USC00055984","4103R",4103,"R",39.8989,-105.0133
"731","USC00056012","2919S",2919,"S",38.1317,-108.2864
"732","USC00056023","3438R",3438,"R",40.7064,-104.7833
"733","USC00056131","4251R",4251,"R",38.2222,-103.7219
"734","USC00056136","4166R",4166,"R",38.53,-103.7058
"735","USC00056203","2209R",2209,"R",38.0206,-107.6686
"736","USC00056258","2898R",2898,"R",37.2425,-107.0169
"737","USC00056266","4147S",4147,"S",39.1136,-108.3506
"738","USC00056306","3614S",3614,"S",38.8522,-107.6236
"739","USC00056318","3847R",3847,"R",38.3833,-108.9833
"740","USC00056323","3585R",3585,"R",39.5144,-104.7503
"741","USC00056326","3708R",3708,"R",39.5289,-104.6567
"742","USC00056765","4459R",4459,"R",38.2597,-104.7169
"743","USC00056816","3515R",3515,"R",39.8297,-105.2353
"744","USC00056832","3408S",3408,"S",40.0894,-108.7717
"745","USC00056970","2059R",2059,"R",39.2,-107.3
"746","USC00056977","1850R",1850,"R",37.7167,-105.3167
"747","USC00057017","1862R",1862,"R",37.7131,-108.0386
"748","USC00057020","2766R",2766,"R",38.1508,-107.7572
"749","USC00057031","3689R",3689,"R",39.5447,-107.7853
"750","USC00057050","1845R",1845,"R",37.7256,-107.2678
"751","USC00057167","4674S",4674,"S",38.0392,-103.6933
"752","USC00057249","3499R",3499,"R",39.4286,-105.0703
"753","USC00057287","3336R",3336,"R",38.8611,-104.0939
"754","USC00057296","2065R",2065,"R",40.7022,-105.7106
"755","USC00057309","1719R",1719,"R",38.8417,-104.9742
"756","USC00057317","2912R",2912,"R",37.9136,-104.9483
"757","USC00057337","2489R",2489,"R",38.0858,-106.1444
"758","USC00057370","3055R",3055,"R",38.5328,-106.0158
"759","USC00057430","2808R",2808,"R",37.1953,-105.4244
"760","USC00057515","3605S",3605,"S",40.8592,-102.5167
"761","USC00057557","3549R",3549,"R",39.55,-103.35
"762","USC00057560","3589R",3589,"R",39.5719,-103.2922
"763","USC00057572","2677R",2677,"R",37.715,-105.2353
"764","USC00057656","1661R",1661,"R",37.8089,-107.6633
"765","USC00057848","1970R",1970,"R",40.4725,-106.4475
"766","USC00057866","4430R",4430,"R",37.3694,-102.7428
"767","USC00057936","2366S",2366,"S",40.4883,-106.8233
"768","USC00057950","4031R",4031,"R",40.6278,-103.2083
"769","USC00058008","3940R",3940,"R",39.3047,-102.6003
"770","USC00058022","3383R",3383,"R",39.4344,-105.1208
"771","USC00058064","1549R",1549,"R",39.2494,-106.3714
"772","USC00058157","4432S",4432,"S",38.3422,-104.0567
"773","USC00058184","1547R",1547,"R",38.8183,-106.6086
"774","USC00058204","1900S",1900,"S",37.9492,-107.8736
"775","USC00058290","4374R",4374,"R",37.6667,-103.9167
"776","USC00058429","3982S",3982,"S",37.1786,-104.4869
"777","USC00058436","3634R",3634,"R",37.1503,-104.5567
"778","USC00058501","1662R",1662,"R",39.0936,-106.3514
"779","USC00058560","4309R",4309,"R",38.3761,-108.7422
"780","USC00058575","1851R",1851,"R",39.6394,-106.3539
"781","USC00058582","2482R",2482,"R",37.3842,-107.5822
"782","USC00058690","2369R",2369,"R",40.9656,-105.2186
"783","USC00058756","1875S",1875,"S",40.7442,-106.2792
"784","USC00058781","3831S",3831,"S",37.6303,-104.7956
"785","USC00058793","4496S",4496,"S",37.3822,-102.2986
"786","USC00058839","3591S",3591,"S",40.4256,-105.2103
"787","USC00058931","2536R",2536,"R",38.1311,-105.4661
"788","USC00058995","3705S",3705,"S",39.775,-105.1169
"789","USC00059096","2077R",2077,"R",40.0375,-106.2039
"790","USC00059181","922R",922,"R",37.4744,-106.7906
"791","USC00059243","3967R",3967,"R",40.0583,-102.2189
"792","USC00059265","2030R",2030,"R",40.1561,-106.9092
"793","USC00059275","3453R",3453,"R",37.5206,-108.7561
"794","USC00059295","4018S",4018,"S",40.1236,-102.7217
"795","USC00060227","3064R",3064,"R",41.8417,-73.0086
"796","USC00060961","3448R",3448,"R",41.65,-73.4833
"797","USC00060973","3411S",3411,"S",41.7944,-72.9319
"798","USC00061762","3722R",3722,"R",41.4,-73.4167
"799","USC00062658","3021R",3021,"R",41.95,-73.3667
"800","USC00063207","3613R",3613,"R",41.3511,-72.0389
"801","USC00064488","3290R",3290,"R",41.7572,-72.1858
"802","USC00064767","3680R",3680,"R",41.55,-72.7167
"803","USC00065077","3729R",3729,"R",41.4075,-72.9033
"804","USC00065445","2705S",2705,"S",41.9725,-73.2208
"805","USC00065910","3561S",3561,"S",41.5269,-72.0642
"806","USC00067373","2750R",2750,"R",41.7167,-73.3
"807","USC00067970","3886R",3886,"R",41.1247,-73.5475
"808","USC00068138","3154R",3154,"R",41.795,-72.2286
"809","USC00069388","3190R",3190,"R",41.9442,-71.9031
"810","USC00069568","3204R",3204,"R",41.6667,-73.1333
"811","USC00072730","4771S",4771,"S",39.2583,-75.5167
"812","USC00073570","4546R",4546,"R",38.6333,-75.45
"813","USC00073595","4396R",4396,"R",38.8161,-75.5761
"814","USC00075320","4942S",4942,"S",38.7756,-75.1389
"815","USC00075915","4514R",4514,"R",38.8983,-75.425
"816","USC00076410","4585R",4585,"R",39.6694,-75.7514
"817","USC00079605","4211S",4211,"S",39.7739,-75.5414
"818","USC00080228","8594R",8594,"R",27.2181,-81.8739
"819","USC00080236","8439S",8439,"S",27.1819,-81.3508
"820","USC00080369","8678S",8678,"S",27.5947,-81.5267
"821","USC00080478","9041S",9041,"S",27.8986,-81.8433
"822","USC00080611","8921R",8921,"R",26.6928,-80.6711
"823","USC00080945","9021R",9021,"R",27.4467,-82.5014
"824","USC00081046","8705R",8705,"R",28.6164,-82.3658
"825","USC00081163","8179R",8179,"R",28.6664,-82.0894
"826","USC00081276","9133R",9133,"R",26.8639,-80.6256
"827","USC00081306","10303R",10303,"R",25.6719,-80.1567
