AQW00061705       12073C
USC00114078        4562Q
USC00114108        4826S
USC00114198        4193S
USC00114317        4565Q
USC00114400        4496R
USC00114442        4155S
USC00114447        4358Q
USC00114489        4390S
USC00114530        3803S
USC00114603        3896S
USC00114629        4906R
USC00114710        3650R
USC00114780        3834Q
USC00114805        4281S
USC00114823        4056R
USC00114837        3392R
USC00114957        4619R
USC00114991        4637Q
USC00115079        4131R
USC00115097        3477Q
USC00115113        4216Q
USC00115326        3461R
USC00115342        4410R
USC00115372        3642R
USC00115413        4181R
USC00115430        4405R
USC00115493        3290R
USC00115515        4661R
USC00115712        3937S
USC00115768        4096S
USC00115772        3828R
USC00115825        3897R
USC00115833        3746S
USC00115841        4249S
USC00115888        4750S
USC00115901        3579R
USC00115943        4480S
USC00115950        4337R
USC00115961        3351R
USC00116011        4655S
USC00116025        4329Q
USC00116080        3998R
USC00116157        4508R
USC00116159        4071R
USC00116200        3948R
USC00116383        5109R
USC00116446        4518S
USC00116526        3917S
USC00116558        4552R
USC00116579        4308R
USC00116610        4230S
USC00116616        3756S
USC00116661        3321R
USC00116663        3782R
USC00116738        4275R
USC00116753        3802S
USC00116819        3959S
USC00116837        4287R
USC00116897        3705R
USC00116910        3921S
USC00116970        4125Q
USC00116998        3885R
USC00117004        3941S
USC00117077        4385R
USC00117126        4263R
USC00117187        4812Q
USC00117345        4418Q
USC00117354        3447S
USC00117391        4163R
USC00117457        3775R
USC00117487        4799R
USC00117551        4163R
USC00117590        3780Q
USC00117636        4605C
USC00117876        4402R
USC00117952        4050Q
USC00118020        4934S
USC00118147        4663S
USC00118186        4285Q
USC00118293        3418S
USC00118324        3533R
USC00118389        4061R
USC00118684        4180S
USC00118740        4090S
USC00118781        4424S
USC00118860        4597S
USC00118916        3677S
USC00119002        4804R
USC00119021        3823S
USC00119029        3329R
USC00119221        3524S
USC00119241        4235S
USC00119331        4318R
USC00119354        4366S
USC00120177        3975S
USC00120200        3323S
USC00120331        3912R
USC00120676        3898S
USC00120784        4318S
USC00120830        3803S
USC00120852        4949R
USC00120858        3706R
USC00121030        4288S
USC00121229        3601R
USC00121303        3984R
USC00121417        3660Q
USC00121425        4686R
USC00121739        3529S
USC00121747        4333S
USC00121869        4778R
USC00121873        3736R
USC00122096        3706Q
USC00122149        3940S
USC00122309        4545S
USC00122638        3868S
USC00122660        4752R
USC00122731        5600R
USC00122825        3810C
USC00123078        3754Q
USC00123082        3886S
USC00123091        4037Q
USC00123104        4403S
USC00123206        3444Q
USC00123207        3610R
USC00123418        3665S
USC00123513        3904S
USC00123527        4019S
USC00123547        4329C
USC00123777        3856R
USC00124008        3644R
USC00124181        3795S
USC00124244        3553R
USC00124272        3982S
USC00124356        3918R
USC00124527        3989R
USC00124550        3770R
USC00124657        3766Q
USC00124662        3802S
USC00124711        4277Q
USC00124715        3986S
USC00124730        3470R
USC00124782        3470R
USC00124837        3658S
USC00124977        3984Q
USC00125117        3789R
USC00125174        3685C
USC00125237        4741S
USC00125337        3835S
USC00125407        3993S
USC00125658        3767R
USC00126001        5017S
USC00126164        3761S
USC00126304        4043R
USC00126400        3636Q
USC00126420        3633Q
USC00126435        4525R
USC00126506        3878R
USC00126580        4258S
USC00126705        4401S
USC00126830        4161R
USC00126872        4348R
USC00126989        3608R
USC00127069        3763R
USC00127102        3564R
USC00127125        4681S
USC00127298        3821S
USC00127370        3964S
USC00127482        3655R
USC00127522        4355S
USC00127646        3991C
USC00127724        4933S
USC00127755        4612S
USC00127875        4463R
USC00127935        4211S
USC00127959        4297R
USC00127999        4181R
USC00128036        4294S
USC00128290        4094S
USC00128442        4827Q
USC00128698        5103S
USC00128723        4534R
USC00128784        3726R
USC00128967        5012Q
USC00128992        3435Q
USC00128999        3717R
USC00129080        4742R
USC00129112        4689Q
USC00129113        4601S
USC00129138        3716R
USC00129222        3485S
USC00129240        3606S
USC00129253        4890R
USC00129430        3900C
USC00129511        3768R
USC00129557        4098S
USC00129670        3720S
USC00129678        3781S
USC00129724        3469Q
USC00129905        3776R
USC00130112        3871S
USC00130133        3272R
USC00130149        3842R
USC00130157        3477S
USC00130200        3865S
USC00130203        3604R
USC00130213        3438S
USC00130241        3902S
USC00130364        3827S
USC00130385        3605S
USC00130536        3785S
USC00130576        4000S
USC00130600        3585S
USC00130608        3596S
USC00130753        3985S
USC00130807        3567S
USC00130923        3245S
USC00131060        4053S
USC00131233        3639C
USC00131257        3433S
USC00131277        3633S
USC00131319        3961C
USC00131354        3942R
USC00131394        3740S
USC00131402        3396S
USC00131442        3506S
USC00131533        3827R
USC00131541        3528R
USC00131635        3966C
USC00131705        3351Q
USC00131710        3558S
USC00131731        3818S
USC00131833        3814R
USC00131954        3059C
USC00131962        3770S
USC00132110        3540S
USC00132171        3861S
USC00132209        3899R
USC00132299        4041Q
USC00132364        3697S
USC00132573        3451S
USC00132603        3426S
USC00132689        3287S
USC00132724        3227S
USC00132789        4207C
USC00132864        3256S
USC00132977        3319S
USC00132999        3540S
USC00133007        4305C
USC00133288        3853Q
USC00133290        4122S
USC00133438        4073S
USC00133473        3480C
USC00133487        3467C
USC00133509        3704S
USC00133517        3687S
USC00133584        3394S
USC00133632        3737R
USC00133718        3539S
USC00133909        3575Q
USC00133980        3321R
USC00133985        3573R
USC00134038        3606R
USC00134049        3433S
USC00134063        3833S
USC00134101        4142S
USC00134142        3466S
USC00134228        3734S
USC00134381        4229S
USC00134389        4232S
USC00134502        3940S
USC00134561        3577C
USC00134585        4036S
USC00134705        3963S
USC00134735        3586S
USC00134758        3823S
USC00134874        3750Q
USC00134894        3875S
USC00134963        3582Q
USC00135086        3306S
USC00135123        3697S
USC00135131        3346S
USC00135198        3580S
USC00135230        3193S
USC00135493        3244S
USC00135769        3820S
USC00135796        4174S
USC00135837        4184S
USC00135844        3934R
USC00135952        3155S
USC00135992        3699S
USC00136103        3070S
USC00136151        3871R
USC00136199        3307Q
USC00136200        3348R
USC00136243        3857S
USC00136305        3255S
USC00136316        3903R
USC00136327        3801S
USC00136566        3717C
USC00136719        3535S
USC00136766        3529R
USC00136800        3705S
USC00136910        3956R
USC00136940        4087S
USC00137147        3416S
USC00137161        3515S
USC00137312        3403S
USC00137386        3294S
USC00137594        3198S
USC00137613        4221S
USC00137664        3230S
USC00137669        4119S
USC00137678        3769S
USC00137700        3778C
USC00137726        3419S
USC00137844        3369S
USC00137859        3403R
USC00137892        3306Q
USC00137979        3498S
USC00138026        3260R
USC00138266        3747S
USC00138296        3508S
USC00138339        3338R
USC00138568        3710S
USC00138688        3852S
USC00138755        3178R
USC00138806        3519S
USC00139067        3638S
USC00139132        3752R
USC00140010        5087S
USC00140200        4313Q
USC00140201        4527R
USC00140365        5018S
USC00140405        4496S
USC00140439        4247S
USC00140682        4334S
USC00140693        4659R
USC00140800        4967R
USC00140810        5089Q
USC00140865        4537R
USC00140957        4494Q
USC00141029        3983R
USC00141068        4420R
USC00141179        4158Q
USC00141351        4570S
USC00141383        4507S
USC00141408        4213R
USC00141428        4982R
USC00141522        4721S
USC00141559        4593S
USC00141612        4556S
USC00141673        5134Q
USC00141699        4164S
USC00141704        5334S
USC00141740        5104S
USC00141761        4350Q
USC00141858        4756S
USC00141867        4578S
USC00141874        4340Q
USC00142401        4890R
USC00142430        5218R
USC00142432        4856S
USC00142459        4627R
USC00142548        4620S
USC00142602        4308R
USC00142622        4792R
USC00142686        4933R
USC00142773        4792S
USC00142835        5062S
USC00142894        4983R
USC00142980        4560S
USC00143008        4777R
USC00143074        5009S
USC00143100        4503R
USC00143156        3849Q
USC00143218        5113S
USC00143223        4678Q
USC00143239        4643R
USC00143527        4606S
USC00143545        4981R
USC00143554        4530S
USC00143594        4634S
USC00143634        4316Q
USC00143665        4416R
USC00143686        4676R
USC00143759        4304R
USC00143810        4501R
USC00143822        4994S
USC00143837        4124S
USC00143847        5100S
USC00143855        4772R
USC00143867        4802R
USC00143929        4659R
USC00143930        4718S
USC00143954        5199S
USC00143984        4827S
USC00144087        4556R
USC00144104        4672R
USC00144114        4717R
USC00144178        4560S
USC00144313        4922R
USC00144333        4891R
USC00144357        4321R
USC00144464        4662S
USC00144530        4692R
USC00144559        4604R
USC00144588        4725R
USC00144665        4276R
USC00144695        4916S
USC00144712        4582R
USC00144857        4253S
USC00144972        4813S
USC00144982        4279R
USC00145039        4698S
USC00145063        4493S
USC00145127        4071R
USC00145152        4766R
USC00145171        4942R
USC00145173        5284R
USC00145210        4664R
USC00145306        4605S
USC00145363        4677R
USC00145421        4600R
USC00145528        4629S
USC00145536        4952S
USC00145692        4598R
