"","station","precip_qual","precip","qual","lat","long"
"472","USC00046174","2998R",2998,"R",38.0047,-120.4864
"473","USC00046175","1062R",1062,"R",33.6025,-117.8803
"474","USC00046336","2396R",2396,"R",37.7983,-122.2642
"475","USC00046370","5699R",5699,"R",38.3858,-122.9661
"476","USC00046377","1032R",1032,"R",33.2097,-117.395
"477","USC00046399","2126S",2126,"S",34.4478,-119.2275
"478","USC00046498","6637R",6637,"R",41.3619,-124.0192
"479","USC00046506","2301S",2301,"S",39.7458,-122.1997
"480","USC00046508","5342S",5342,"S",41.3089,-123.5317
"481","USC00046521","3055R",3055,"R",39.5178,-121.5531
"482","USC00046569","1589R",1589,"R",34.1981,-119.1753
"483","USC00046572","1533R",1533,"R",34.2067,-119.1375
"484","USC00046599","3193R",3193,"R",37.5917,-122.4717
"485","USC00046610","1606R",1606,"R",36.715,-121.3492
"486","USC00046624","740S",740,"S",34.5883,-118.0939
"487","USC00046635","483S",483,"S",33.8275,-116.5097
"488","USC00046646","1615R",1615,"R",37.4436,-122.1403
"489","USC00046657","3020R",3020,"R",33.3781,-116.84
"490","USC00046685","5813S",5813,"S",39.7536,-121.6239
"491","USC00046699","616S",616,"S",34.2903,-114.1708
"492","USC00046719","2124S",2124,"S",34.1481,-118.1444
"493","USC00046730","1520S",1520,"S",35.6278,-120.6856
"494","USC00046773","673R",673,"R",34.5028,-117.8944
"495","USC00046826","2665S",2665,"S",38.2578,-122.6078
"496","USC00046926","1724R",1724,"R",36.4817,-121.1822
"497","USC00046943","1689R",1689,"R",35.1597,-120.6831
"498","USC00046960","4001R",4001,"R",38.6956,-120.8244
"499","USC00047077","1122R",1122,"R",36.0678,-119.02
"500","USC00047085","2325R",2325,"R",39.8053,-120.4719
"501","USC00047109","4674S",4674,"S",39.3619,-123.1286
"502","USC00047150","2134S",2134,"S",36.1883,-120.6953
"503","USC00047228","1539R",1539,"R",33.0114,-116.9081
"504","USC00047253","726R",726,"R",35.3692,-117.6525
"505","USC00047306","1326S",1326,"S",34.0528,-117.1894
"506","USC00047339","2032R",2032,"R",37.4767,-122.2386
"507","USC00047404","6880R",6880,"R",40.0261,-123.7931
"508","USC00047414","2493R",2493,"R",37.9192,-122.3772
"509","USC00047470","1033R",1033,"R",33.9511,-117.3881
"510","USC00047473","1034S",1034,"S",33.9669,-117.3614
"511","USC00047641","3256R",3256,"R",39.4317,-120.2406
"512","USC00047643","3664R",3664,"R",38.5067,-122.4714
"513","USC00047668","1545R",1545,"R",36.6594,-121.6656
"514","USC00047689","4889R",4889,"R",38.5006,-120.2189
"515","USC00047723","1601R",1601,"R",34.1344,-117.2539
"516","USC00047767","2068R",2068,"R",37.7281,-122.5053
"517","USC00047785","1790S",1790,"S",34.1061,-118.1
"518","USC00047807","3078R",3078,"R",37.3117,-122.3617
"519","USC00047813","1251R",1251,"R",33.7869,-116.9583
"520","USC00047821","1582S",1582,"S",37.3592,-121.9239
"521","USC00047846","1046R",1046,"R",37.0533,-121.0578
"522","USC00047851","2312S",2312,"S",35.3039,-120.665
"523","USC00047874","1402R",1402,"R",33.0956,-116.9975
"524","USC00047880","3523R",3523,"R",37.9983,-122.5372
"525","USC00047888","1363S",1363,"S",33.7442,-117.8667
"526","USC00047902","1943R",1943,"R",34.4167,-119.6844
"527","USC00047916","3135S",3135,"S",36.9906,-121.9911
"528","USC00047953","1269R",1269,"R",34.0075,-118.4997
"529","USC00047957","1738R",1738,"R",34.3119,-119.1331
"530","USC00047965","3220S",3220,"S",38.4381,-122.6978
"531","USC00048045","4945S",4945,"S",40.4831,-124.1036
"532","USC00048135","6582S",6582,"S",40.7142,-122.4161
"533","USC00048163","6199R",6199,"R",40.0331,-124.0728
"534","USC00048200","483R",483,"R",35.9717,-116.2708
"535","USC00048207","6938R",6938,"R",39.5678,-120.6228
"536","USC00048351","3143R",3143,"R",38.2994,-122.4622
"537","USC00048353","3471R",3471,"R",37.9672,-120.3872
"538","USC00048380","4125R",4125,"R",37.5072,-119.6331
"539","USC00048490","7113R",7113,"R",39.8778,-123.7275
"540","USC00048560","1777R",1777,"R",37.9994,-121.3178
"541","USC00048587","2225S",2225,"S",39.5858,-122.5339
"542","USC00048606","8282S",8282,"S",39.5631,-121.1078
"543","USC00048655","1111R",1111,"R",33.7156,-117.19
"544","USC00048702","1199R",1199,"R",40.4167,-120.6631
"545","USC00048752","636R",636,"R",35.1503,-119.43
"546","USC00048758","3426S",3426,"S",39.1678,-120.1428
"547","USC00048826","1134R",1134,"R",35.1333,-118.45
"548","USC00048873","975R",975,"R",40.8667,-120.4333
"549","USC00048917","2507R",2507,"R",36.465,-118.8619
"550","USC00048928","4988R",4988,"R",38.4461,-120.4992
"551","USC00049001","1288R",1288,"R",37.7967,-121.5828
"552","USC00049026","3346S",3346,"S",40.7264,-122.7947
"553","USC00049035","388S",388,"S",35.7636,-117.3908
"554","USC00049043","3124S",3124,"S",39.3331,-120.173
"555","USC00049053","1151S",1151,"S",41.96,-121.4744
"556","USC00049073","1243S",1243,"S",37.5006,-120.855
"557","USC00049087","1431R",1431,"R",33.7025,-117.7539
"558","USC00049099","446S",446,"S",34.1281,-116.0369
"559","USC00049105","4701R",4701,"R",38.7086,-120.0403
"560","USC00049111","1819R",1819,"R",34.9881,-120.3211
"561","USC00049122","3993S",3993,"S",39.1467,-123.2103
"562","USC00049152","1863S",1863,"S",34.0697,-118.4428
"563","USC00049200","2612R",2612,"R",38.3956,-121.9608
"564","USC00049325","615R",615,"R",34.535,-117.3058
"565","USC00049351","1429S",1429,"S",39.8056,-120.1858
"566","USC00049367","1093R",1093,"R",36.3283,-119.2992
"567","USC00049378","1314R",1314,"R",33.2294,-117.2269
"568","USC00049440","4611R",4611,"R",38.7161,-122.9975
"569","USC00049452","726S",726,"S",35.5892,-119.3519
"570","USC00049473","2350S",2350,"S",36.9308,-121.7692
"571","USC00049490","3886R",3886,"R",40.7222,-122.9331
"572","USC00049621","6565S",6565,"S",40.6117,-122.5281
"573","USC00049671","668R",668,"R",36.2656,-117.1853
"574","USC00049684","5068R",5068,"R",39.4194,-123.3425
"575","USC00049742","2413S",2413,"S",38.5228,-121.9683
"576","USC00049781","2134R",2134,"R",38.6828,-121.7942
"577","USC00049792","2961R",2961,"R",37.4286,-122.2567
"578","USC00049822","2261R",2261,"R",34.3617,-117.6386
"579","USC00049855","3673R",3673,"R",37.75,-119.5897
"580","USC00049866","1995R",1995,"R",41.7036,-122.6408
"581","USC00050109","1652S",1652,"S",40.155,-103.1417
"582","USC00050214","1792S",1792,"S",39.5008,-108.3794
"583","USC00050263","1086S",1086,"S",38.9933,-105.8919
"584","USC00050372","2493R",2493,"R",39.1853,-106.8381
"585","USC00050454","1773S",1773,"S",39.4047,-105.4767
"586","USC00050776","987R",987,"R",37.4786,-105.5717
"587","USC00050797","945R",945,"R",38.4667,-107.1678
"588","USC00050834","1810R",1810,"R",39.6567,-102.1192
"589","USC00050848","2068S",2068,"S",39.9919,-105.2667
"590","USC00050945","1346R",1346,"R",40.635,-104.3267
"591","USC00050950","1473R",1473,"R",39.9436,-104.8361
"592","USC00051017","853R",853,"R",40.8008,-108.9172
"593","USC00051060","2162R",2162,"R",40.6158,-105.2969
"594","USC00051071","1059S",1059,"S",38.8247,-106.1275
"595","USC00051121","1765R",1765,"R",39.3061,-102.2608
"596","USC00051179","1569S",1569,"S",39.7403,-104.1275
"597","USC00051186","2110R",2110,"R",39.6553,-105.7089
"598","USC00051268","1696S",1696,"S",37.0158,-102.555
"599","USC00051294","1347S",1347,"S",38.46,-105.2256
"600","USC00051401","1879R",1879,"R",39.4106,-104.9058
"601","USC00051440","1476R",1476,"R",38.9,-107.9333
"602","USC00051458","704R",704,"R",37.7067,-106.1444
"603","USC00051528","1707S",1707,"S",39.2203,-105.2783
"604","USC00051539","1322R",1322,"R",38.115,-103.51
"605","USC00051564","1676S",1676,"S",38.8219,-102.3508
"606","USC00051609","1390R",1390,"R",38.4442,-107.5592
"607","USC00051660","2398R",2398,"R",39.3672,-106.1897
"608","USC00051681","2463R",2463,"R",39.8958,-105.3847
"609","USC00051713","1137S",1137,"S",38.4461,-106.7611
"610","USC00051741","1560R",1560,"R",39.2425,-107.9631
"611","USC00051772","1137R",1137,"R",39.1014,-108.7339
"612","USC00051886","1257S",1257,"S",37.3444,-108.5931
"613","USC00051932","1672R",1672,"R",40.4506,-107.5894
"614","USC00051939","1547R",1547,"R",37.8531,-106.9253
"615","USC00051959","2413S",2413,"S",38.8739,-106.9769
"616","USC00051964","1326S",1326,"S",37.9806,-105.6897
"617","USC00051996","1779R",1779,"R",40.86,-102.8031
"618","USC00052184","1056S",1056,"S",37.6742,-106.3247
"619","USC00052192","846R",846,"R",38.7531,-108.0783
"620","USC00052281","1458S",1458,"S",39.6261,-106.0353
"621","USC00052286","1140R",1140,"R",40.2442,-108.9719
"622","USC00052441","2100R",2100,"R",37.2911,-107.8564
"623","USC00052446","1568R",1568,"R",38.4758,-102.7769
"624","USC00052631","1974R",1974,"R",39.3811,-104.6292
"625","USC00052759","1647R",1647,"R",40.3767,-105.4858
"626","USC00052790","1925R",1925,"R",39.6381,-105.315
"627","USC00052932","1672R",1672,"R",39.2814,-103.0614
"628","USC00052947","1869R",1869,"R",40.6483,-102.8594
"629","USC00053005","1610S",1610,"S",40.6147,-105.1314
"630","USC00053006","1497R",1497,"R",40.5756,-105.0236
"631","USC00053016","1815R",1815,"R",37.2308,-108.0514
"632","USC00053038","1422R",1422,"R",40.26,-103.8156
"633","USC00053116","1929R",1929,"R",39.9425,-105.8172
"634","USC00053146","966R",966,"R",39.1653,-108.7331
"635","USC00053246","1212R",1212,"R",38.6825,-108.9722
"636","USC00053258","1661R",1661,"R",39.2775,-103.4958
"637","USC00053261","1835R",1835,"R",39.7053,-105.6997
"638","USC00053359","1715R",1715,"R",39.5181,-107.3172
"639","USC00053489","925S",925,"S",39.0422,-108.4664
"640","USC00053496","1979R",1979,"R",40.2669,-105.8322
"641","USC00053500","1437S",1437,"S",40.185,-105.8667
"642","USC00053530","1580R",1580,"R",39.4608,-105.6786
"643","USC00053541","1241R",1241,"R",37.7333,-105.5119
"644","USC00053553","1469S",1469,"S",40.4022,-104.6992
"645","USC00053592","1446R",1446,"R",39.8789,-106.3333
"646","USC00053629","2126S",2126,"S",39.9364,-105.3503
"647","USC00053662","1064R",1064,"R",38.5253,-106.9672
"648","USC00053867","1853C",1853,"C",40.4928,-107.2547
"649","USC00053951","1414R",1414,"R",37.7717,-107.1097
"650","USC00054054","1523R",1523,"R",40.9678,-106.0003
"651","USC00054076","1766R",1766,"R",38.0494,-102.1236
"652","USC00054082","1860S",1860,"S",40.5453,-102.3411
"653","USC00054135","1690R",1690,"R",40.5831,-105.6319
"654","USC00054172","1573R",1573,"R",39.1439,-103.4897
"655","USC00054242","2009R",2009,"R",39.7033,-102.2939
"656","USC00054380","1782R",1782,"R",39.6553,-102.6803
"657","USC00054388","1408R",1408,"R",38.0633,-102.9297
"658","USC00054413","1815R",1815,"R",40.9867,-102.2706
"659","USC00054444","1447S",1447,"S",38.7411,-103.5428
"660","USC00054452","1831S",1831,"S",39.49,-105.0953
"661","USC00054538","1684R",1684,"R",37.4536,-103.3219
"662","USC00054546","1676R",1676,"R",37.115,-103.2986
"663","USC00054603","1605R",1605,"R",38.7658,-102.8031
"664","USC00054606","1751R",1751,"R",38.8867,-102.7233
"665","USC00054664","1199R",1199,"R",40.0575,-106.3681
"666","USC00054724","1441R",1441,"R",37.9825,-103.5439
"667","USC00054726","1529S",1529,"S",37.7511,-103.4775
"668","USC00054734","1477R",1477,"R",38.0247,-107.3147
"669","USC00054742","1254S",1254,"S",38.9075,-105.4706
"670","USC00054762","1732R",1732,"R",39.7489,-105.1206
"671","USC00054770","1584S",1584,"S",38.0936,-102.6306
"672","USC00054834","1373S",1373,"S",38.0636,-103.2153
"673","USC00054934","3030S",3030,"S",37.3769,-107.6556
"674","USC00054945","1752S",1752,"S",40.4897,-103.0822
"675","USC00055025","1538R",1538,"R",39.7556,-103.4986
"676","USC00055116","1424R",1424,"R",40.1589,-105.0736
"677","USC00055236","1576R",1576,"R",40.435,-105.085
"678","USC00055322","834R",834,"R",37.1742,-105.9392
"679","USC00055327","1692R",1692,"R",37.335,-108.3161
"680","USC00055414","2659R",2659,"R",40.0239,-107.4336
"681","USC00055422","1457R",1457,"R",40.2844,-108.605
"682","USC00055446","1304R",1304,"R",40.5158,-108.0947
"683","USC00055484","1745R",1745,"R",40.0358,-107.9058
"684","USC00055507","1676R",1676,"R",39.3619,-106.7422
"685","USC00055531","1850S",1850,"S",37.1986,-108.4883
"686","USC00055706","901R",901,"R",37.5811,-106.1872
"687","USC00055722","1019S",1019,"S",38.4858,-107.8792
"688","USC00055734","2195R",2195,"R",39.1025,-104.8675
"689","USC00055797","3082R",3082,"R",39.6561,-105.5997
"690","USC00055922","1560R",1560,"R",40.6089,-103.8461
"691","USC00055934","1678R",1678,"R",40.9319,-103.8678
"692","USC00055970","1226R",1226,"R",37.8139,-109.0108
"693","USC00055984","1434R",1434,"R",39.8989,-105.0133
"694","USC00056012","1644R",1644,"R",38.1317,-108.2864
"695","USC00056023","1422R",1422,"R",40.7064,-104.7833
"696","USC00056131","1123R",1123,"R",38.2222,-103.7219
"697","USC00056136","1255S",1255,"S",38.53,-103.7058
"698","USC00056203","2466R",2466,"R",38.0206,-107.6686
"699","USC00056258","2097R",2097,"R",37.2425,-107.0169
"700","USC00056266","1133S",1133,"S",39.1136,-108.3506
"701","USC00056306","1512S",1512,"S",38.8522,-107.6236
"702","USC00056318","1575R",1575,"R",38.3833,-108.9833
"703","USC00056326","1585R",1585,"R",39.5289,-104.6567
"704","USC00056765","1302S",1302,"S",38.2597,-104.7169
"705","USC00056816","1842S",1842,"S",39.8297,-105.2353
"706","USC00056832","1146S",1146,"S",40.0894,-108.7717
"707","USC00056977","1301R",1301,"R",37.7167,-105.3167
"708","USC00057017","2496R",2496,"R",37.7131,-108.0386
"709","USC00057020","1701R",1701,"R",38.1508,-107.7572
"710","USC00057031","1346R",1346,"R",39.5447,-107.7853
"711","USC00057050","2039R",2039,"R",37.7256,-107.2678
"712","USC00057167","1242S",1242,"S",38.0392,-103.6933
"713","USC00057287","1495R",1495,"R",38.8611,-104.0939
"714","USC00057296","1288R",1288,"R",40.7022,-105.7106
"715","USC00057309","2444R",2444,"R",38.8417,-104.9742
"716","USC00057317","2511R",2511,"R",37.9136,-104.9483
"717","USC00057337","850R",850,"R",38.0858,-106.1444
"718","USC00057370","952R",952,"R",38.5328,-106.0158
"719","USC00057430","1044R",1044,"R",37.1953,-105.4244
"720","USC00057515","1861S",1861,"S",40.8592,-102.5167
"721","USC00057560","1662R",1662,"R",39.5719,-103.2922
"722","USC00057572","1319R",1319,"R",37.715,-105.2353
"723","USC00057656","2649R",2649,"R",37.8089,-107.6633
"724","USC00057848","1479R",1479,"R",40.4725,-106.4475
"725","USC00057866","1685R",1685,"R",37.3694,-102.7428
"726","USC00057936","2463R",2463,"R",40.4883,-106.8233
"727","USC00057950","1589R",1589,"R",40.6278,-103.2083
"728","USC00058008","1864R",1864,"R",39.3047,-102.6003
"729","USC00058022","2166R",2166,"R",39.4344,-105.1208
"730","USC00058064","1643R",1643,"R",39.2494,-106.3714
"731","USC00058157","1188S",1188,"S",38.3422,-104.0567
"732","USC00058184","1825S",1825,"S",38.8183,-106.6086
"733","USC00058204","2330S",2330,"S",37.9492,-107.8736
"734","USC00058290","1531R",1531,"R",37.6667,-103.9167
"735","USC00058429","1631R",1631,"R",37.1786,-104.4869
"736","USC00058436","1797R",1797,"R",37.1503,-104.5567
"737","USC00058501","994R",994,"R",39.0936,-106.3514
"738","USC00058560","1306S",1306,"S",38.3761,-108.7422
"739","USC00058575","2307R",2307,"R",39.6394,-106.3539
"740","USC00058582","2698R",2698,"R",37.3842,-107.5822
"741","USC00058690","1712R",1712,"R",40.9656,-105.2186
"742","USC00058756","1239S",1239,"S",40.7442,-106.2792
"743","USC00058781","1804S",1804,"S",37.6303,-104.7956
"744","USC00058793","1916S",1916,"S",37.3822,-102.2986
"745","USC00058839","1653R",1653,"R",40.4256,-105.2103
"746","USC00058931","1455R",1455,"R",38.1311,-105.4661
"747","USC00058995","1820S",1820,"S",39.775,-105.1169
"748","USC00059096","1459S",1459,"S",40.0375,-106.2039
"749","USC00059181","4568R",4568,"R",37.4744,-106.7906
"750","USC00059243","1832R",1832,"R",40.0583,-102.2189
"751","USC00059265","1670S",1670,"S",40.1561,-106.9092
"752","USC00059275","1589R",1589,"R",37.5206,-108.7561
"753","USC00059295","1789R",1789,"R",40.1236,-102.7217
"754","USC00060227","5368R",5368,"R",41.8417,-73.0086
"755","USC00060961","4771R",4771,"R",41.65,-73.4833
"756","USC00060973","5344R",5344,"R",41.7944,-72.9319
"757","USC00061762","5283R",5283,"R",41.4,-73.4167
"758","USC00062658","4586S",4586,"S",41.95,-73.3667
"759","USC00063207","4968S",4968,"S",41.3511,-72.0389
"760","USC00064488","5208R",5208,"R",41.7572,-72.1858
"761","USC00064767","5116R",5116,"R",41.55,-72.7167
"762","USC00065077","5231R",5231,"R",41.4075,-72.9033
"763","USC00065445","5312S",5312,"S",41.9725,-73.2208
"764","USC00065910","5481S",5481,"S",41.5269,-72.0642
"765","USC00067373","5185R",5185,"R",41.7167,-73.3
"766","USC00067970","5315R",5315,"R",41.1247,-73.5475
"767","USC00068138","4975R",4975,"R",41.795,-72.2286
"768","USC00069388","5107R",5107,"R",41.9442,-71.9031
"769","USC00069568","5171R",5171,"R",41.6667,-73.1333
"770","USC00072730","4605S",4605,"S",39.2583,-75.5167
"771","USC00073570","4697R",4697,"R",38.6333,-75.45
"772","USC00073595","4520R",4520,"R",38.8161,-75.5761
"773","USC00075320","4684R",4684,"R",38.7756,-75.1389
"774","USC00076410","4623R",4623,"R",39.6694,-75.7514
"775","USC00079605","4932S",4932,"S",39.7739,-75.5414
"776","USC00080228","5224R",5224,"R",27.2181,-81.8739
"777","USC00080236","5215S",5215,"S",27.1819,-81.3508
"778","USC00080369","5080S",5080,"S",27.5947,-81.5267
"779","USC00080478","5208R",5208,"R",27.8986,-81.8433
"780","USC00080611","5173R",5173,"R",26.6928,-80.6711
"781","USC00080945","5618S",5618,"S",27.4467,-82.5014
"782","USC00081046","5270R",5270,"R",28.6164,-82.3658
"783","USC00081276","5261S",5261,"S",26.8639,-80.6256
"784","USC00081544","5908S",5908,"S",30.7836,-85.4847
"785","USC00081641","5063R",5063,"R",28.4553,-81.7233
"786","USC00081654","4868R",4868,"R",26.7422,-80.94
"787","USC00081795","4140R",4140,"R",24.7833,-80.8833
"788","USC00081978","4876R",4876,"R",29.4292,-81.5158
"789","USC00082008","5798R",5798,"R",29.6333,-83.1053
"790","USC00082220","6371R",6371,"R",30.7244,-86.0939
"791","USC00082229","5804S",5804,"S",29.0181,-81.3106
"792","USC00082298","5494R",5494,"R",26.6033,-81.1292
"793","USC00082418","3642R",3642,"R",24.6278,-82.8736
"794","USC00082441","4201R",4201,"R",24.7706,-80.9072
"795","USC00082850","5538R",5538,"R",25.8489,-81.3897
"796","USC00082915","4942R",4942,"R",29.755,-81.5389
"797","USC00082944","4881S",4881,"S",30.6589,-81.4636
"798","USC00083020","4565R",4565,"R",25.1422,-80.9144
"799","USC00083163","6652S",6652,"S",26.1019,-80.2011
"800","USC00083207","5384S",5384,"S",27.4417,-80.3508
"801","USC00083322","5107R",5107,"R",29.6814,-82.4942
"802","USC00083470","5116R",5116,"R",30.2717,-82.1856
"803","USC00083874","5353S",5353,"S",29.7653,-81.4697
"804","USC00083909","7038R",7038,"R",25.8175,-80.2858
"805","USC00083956","5280S",5280,"S",29.8286,-82.5972
"806","USC00084095","5952R",5952,"R",25.5011,-80.55
"807","USC00084210","4982R",4982,"R",26.4622,-81.4406
"808","USC00084289","5179S",5179,"S",28.8028,-82.3125
"809","USC00084366","4998S",4998,"S",30.2875,-81.3928
"810","USC00084394","5146S",5146,"S",30.5228,-82.9447
"811","USC00084625","5200R",5200,"R",28.2764,-81.4239
"812","USC00084707","5231R",5231,"R",28.1042,-81.7144
"813","USC00084731","5262S",5262,"S",30.1853,-82.5942
"814","USC00084802","5479R",5479,"R",27.9914,-82.0136
"815","USC00085076","4967S",4967,"S",28.8728,-81.7844
"816","USC00085099","5152R",5152,"R",30.2889,-82.965
"817","USC00085184","6139R",6139,"R",26.4986,-80.2161
"818","USC00085275","5253S",5253,"S",30.4517,-83.4119
"819","USC00085539","5421S",5421,"S",30.1064,-83.1819
"820","USC00085667","6413R",6413,"R",25.7553,-80.3836
"821","USC00085793","6887R",6887,"R",30.7794,-87.1414
"822","USC00085879","5680R",5680,"R",30.4922,-83.7833
"823","USC00085895","4695S",4695,"S",26.84,-81.0872
"824","USC00085973","4957S",4957,"S",27.9378,-81.5992
"825","USC00086065","5957S",5957,"S",27.2417,-82.3161
"826","USC00086078","5564R",5564,"R",26.1686,-81.7158
"827","USC00086240","7097R",7097,"R",30.5317,-86.4928
"828","USC00086406","5823S",5823,"S",25.8603,-81.0331
"829","USC00086414","5080S",5080,"S",29.1636,-82.0778
"830","USC00086485","4738R",4738,"R",27.1508,-80.8653
"831","USC00086618","5405R",5405,"R",29.4794,-81.9681
